local_numi_reco_bin,local_numi_reco_bin_000,local_numi_reco_bin_001,local_numi_reco_bin_002,local_numi_reco_bin_003,local_numi_reco_bin_004,local_numi_reco_bin_005,local_numi_reco_bin_006,local_numi_reco_bin_007,local_numi_reco_bin_008,local_numi_reco_bin_009,local_numi_reco_bin_010,local_numi_reco_bin_011,local_numi_reco_bin_012,local_numi_reco_bin_013,local_numi_reco_bin_014,local_numi_reco_bin_015,local_numi_reco_bin_016,local_numi_reco_bin_017,local_numi_reco_bin_018,local_numi_reco_bin_019,local_numi_reco_bin_020,local_numi_reco_bin_021,local_numi_reco_bin_022,local_numi_reco_bin_023,local_numi_reco_bin_024,local_numi_reco_bin_025,local_numi_reco_bin_026,local_numi_reco_bin_027,local_numi_reco_bin_028,local_numi_reco_bin_029,local_numi_reco_bin_030,local_numi_reco_bin_031,local_numi_reco_bin_032,local_numi_reco_bin_033,local_numi_reco_bin_034,local_numi_reco_bin_035,local_numi_reco_bin_036,local_numi_reco_bin_037,local_numi_reco_bin_038,local_numi_reco_bin_039,local_numi_reco_bin_040,local_numi_reco_bin_041,local_numi_reco_bin_042,local_numi_reco_bin_043,local_numi_reco_bin_044,local_numi_reco_bin_045,local_numi_reco_bin_046,local_numi_reco_bin_047,local_numi_reco_bin_048,local_numi_reco_bin_049,local_numi_reco_bin_050,local_numi_reco_bin_051,local_numi_reco_bin_052,local_numi_reco_bin_053,local_numi_reco_bin_054,local_numi_reco_bin_055,local_numi_reco_bin_056,local_numi_reco_bin_057,local_numi_reco_bin_058,local_numi_reco_bin_059,local_numi_reco_bin_060,local_numi_reco_bin_061,local_numi_reco_bin_062,local_numi_reco_bin_063,local_numi_reco_bin_064,local_numi_reco_bin_065,local_numi_reco_bin_066,local_numi_reco_bin_067,local_numi_reco_bin_068,local_numi_reco_bin_069,local_numi_reco_bin_070,local_numi_reco_bin_071,local_numi_reco_bin_072,local_numi_reco_bin_073,local_numi_reco_bin_074,local_numi_reco_bin_075,local_numi_reco_bin_076,local_numi_reco_bin_077,local_numi_reco_bin_078,local_numi_reco_bin_079,local_numi_reco_bin_080,local_numi_reco_bin_081,local_numi_reco_bin_082,local_numi_reco_bin_083,local_numi_reco_bin_084,local_numi_reco_bin_085,local_numi_reco_bin_086,local_numi_reco_bin_087,local_numi_reco_bin_088,local_numi_reco_bin_089,local_numi_reco_bin_090,local_numi_reco_bin_091,local_numi_reco_bin_092,local_numi_reco_bin_093,local_numi_reco_bin_094,local_numi_reco_bin_095,local_numi_reco_bin_096,local_numi_reco_bin_097,local_numi_reco_bin_098,local_numi_reco_bin_099,local_numi_reco_bin_100,local_numi_reco_bin_101,local_numi_reco_bin_102,local_numi_reco_bin_103
0,0.14568200000000001,0.0080064400000000001,0.035010800000000002,0.050154700000000003,0.074560699999999994,0.095900200000000005,0.083970600000000006,0.069450600000000001,0.064854899999999993,0.053203,0.0479838,0.037915200000000003,0.035040000000000002,0.025258800000000001,0.019082499999999999,0.0220436,0.016487499999999999,0.0153565,0.0122135,0.0134208,0.0066420999999999997,0.0050920499999999999,0.0059599700000000002,0.0047072199999999998,0.0044007600000000001,0.0270946,5.1795000000000001e-05,0.0024510700000000001,0.0126707,0.018079100000000001,0.028110099999999999,0.025522,0.029644899999999998,0.025734400000000001,0.025834699999999999,0.016667000000000001,0.022401600000000001,0.017307300000000001,0.012226000000000001,0.00906649,0.0113603,0.015213600000000001,0.010755600000000001,0.0077496800000000001,0.0066488199999999997,0.0064687399999999997,0.0033913099999999998,0.00508837,0.0045293399999999998,0.0033374199999999998,0.000148684,0.0092915299999999992,0.0053770299999999997,0.0191133,0.84001599999999998,1.43161,1.49983,1.1714100000000001,0.95325800000000005,0.73930099999999999,0.57726900000000003,0.42673499999999998,0.27737499999999998,0.24181,0.17383899999999999,0.104589,0.078093700000000002,0.0708762,0.048112700000000001,0.030735800000000001,0.024981300000000001,0.013350900000000001,0.022501199999999999,0.0093163299999999994,0.00344341,0.0060698499999999999,0.0046823699999999999,0.019015500000000001,0.0074036299999999996,0.087762800000000002,1.1108,1.9083000000000001,2.1097800000000002,1.97122,1.51345,1.35565,1.04833,0.78969699999999998,0.61114900000000005,0.45708100000000002,0.37774799999999997,0.296927,0.22170100000000001,0.117995,0.14008699999999999,0.082288500000000001,0.058576799999999998,0.051942700000000001,0.034563099999999999,0.019258600000000001,0.0098219499999999994,0.0261575,0.0217153,0.110791
1,0.0080064400000000001,4.3905399999999997,7.6520299999999999,14.1258,20.745699999999999,25.363,25.560700000000001,24.032699999999998,21.744599999999998,18.057300000000001,17.0334,16.343,11.2249,6.1865199999999998,6.6730200000000002,8.4936199999999999,4.4434399999999998,6.2068700000000003,3.8338000000000001,3.7940200000000002,2.3560099999999999,1.3890499999999999,3.3991899999999999,1.8621799999999999,1.65672,5.8325100000000001,0.048162999999999997,0.80592699999999995,2.5901800000000001,5.8232799999999996,7.22525,9.4883299999999995,10.0099,7.8297800000000004,10.9442,6.6075600000000003,6.3552400000000002,7.8021599999999998,4.9431599999999998,3.6713399999999998,4.2469400000000004,4.0816100000000004,3.4745400000000002,3.2021000000000002,0.16803399999999999,0.98764600000000002,1.55162,0.87363000000000002,1.00804,2.00807,0.81330100000000005,3.7382300000000002,2.4798,2.5683699999999998,175.114,339.221,386.39800000000002,350.05099999999999,277.82499999999999,218.33699999999999,168.09299999999999,175.97300000000001,97.401200000000003,91.845100000000002,63.875599999999999,30.804600000000001,35.443300000000001,22.865200000000002,17.162700000000001,11.288399999999999,5.78653,2.7163599999999999,3.3082099999999999,7.2613700000000003,0.122821,3.3568099999999998,1.9531000000000001,7.0432899999999998,3.2243900000000001,25.427499999999998,346.56400000000002,592.14300000000003,711.32899999999995,761.35400000000004,642.46799999999996,560.00400000000002,474.13799999999998,395.59899999999999,324.72199999999998,191.137,162.70699999999999,116.393,92.274799999999999,57.974899999999998,62.873100000000001,38.420400000000001,29.299099999999999,14.205299999999999,18.029900000000001,11.2384,-0.29754900000000001,5.6170900000000001,4.1038399999999999,11.521699999999999
2,0.035010800000000002,7.6520299999999999,61.256300000000003,82.025300000000001,136.345,175.16900000000001,154.245,181.53,152.036,148.65100000000001,132.66399999999999,106.435,93.224199999999996,57.185499999999998,58.717100000000002,60.263199999999998,35.389499999999998,45.790799999999997,32.273800000000001,26.854900000000001,15.1546,12.031700000000001,28.687899999999999,15.047800000000001,6.2424499999999998,52.011800000000001,0.350968,5.1367799999999999,21.718299999999999,36.420999999999999,59.4651,73.334800000000001,70.034499999999994,75.037599999999998,79.0364,64.554699999999997,47.372199999999999,59.258000000000003,43.412799999999997,27.477,37.426000000000002,27.8294,32.087400000000002,27.119299999999999,17.896999999999998,7.9062599999999996,8.7871500000000005,9.3935200000000005,9.0500000000000007,13.940099999999999,7.4118000000000004,35.521299999999997,12.3848,13.955500000000001,871.61000000000001,1987.1900000000001,2416.96,2199.0500000000002,1820.48,1462.05,1330.52,1019.92,752.78999999999996,591.01900000000001,471.65300000000002,353.41699999999997,296.60399999999998,198.05500000000001,145.97399999999999,64.349900000000005,105.29300000000001,27.470300000000002,69.756900000000002,5.9179399999999998,23.694500000000001,20.282800000000002,12.459,65.281599999999997,16.4389,152.82599999999999,2124.5100000000002,3927.9499999999998,4941.6400000000003,5334.3199999999997,4506.8199999999997,4454.9899999999998,3573.1999999999998,3006.21,2559.6900000000001,1828.75,1323.47,1038.97,994.60299999999995,557.42700000000002,509.79700000000003,429.15199999999999,255.41999999999999,191.96100000000001,185.33799999999999,118.28,96.933899999999994,59.347900000000003,70.238799999999998,354.959
3,0.050154700000000003,14.1258,82.025300000000001,163.839,233.69300000000001,308.48599999999999,283.48899999999998,320.72399999999999,275.50400000000002,264.52800000000002,234.86600000000001,197.40600000000001,164.65100000000001,102.711,97.240499999999997,105.902,63.966000000000001,82.3065,59.165399999999998,46.431600000000003,28.837800000000001,22.3965,50.468299999999999,28.151700000000002,11.813499999999999,98.319400000000002,0.60876799999999998,7.8496699999999997,33.9816,65.510000000000005,102.154,128.773,126.426,131.93000000000001,137.303,113.217,92.993899999999996,115.56100000000001,74.337400000000002,52.877200000000002,66.147300000000001,54.040599999999998,55.791800000000002,49.4283,25.145,13.871499999999999,19.999700000000001,17.424399999999999,17.6145,26.820699999999999,13.731199999999999,68.650700000000001,14.975099999999999,20.397300000000001,1430.0899999999999,3370.3099999999999,4225.21,3904.1599999999999,3258.5900000000001,2702.9899999999998,2337.8699999999999,1853,1384.5899999999999,1125.0999999999999,831.60699999999997,623.23599999999999,531.74099999999999,346.71800000000002,289.88799999999998,119.17700000000001,165.89699999999999,72.3279,111.622,16.2318,35.168399999999998,28.6005,29.6706,134.86699999999999,28.295500000000001,274.53699999999998,3610.7800000000002,6806.6800000000003,8777.3799999999992,9554.6900000000005,8363.3700000000008,8157.8900000000003,6451.1199999999999,5400.8000000000002,4643.25,3249.1500000000001,2496.8699999999999,1968.28,1717.48,1024.6700000000001,968.63400000000001,760.50999999999999,450.63499999999999,331.23899999999998,346.637,225.19999999999999,163.56100000000001,165.84200000000001,135.71299999999999,662.84500000000003
4,0.074560699999999994,20.745699999999999,136.345,233.69300000000001,457.101,573.47699999999998,500.81700000000001,565.72799999999995,501.15600000000001,450.85599999999999,442.87299999999999,356.55200000000002,300.303,190.65000000000001,174.30500000000001,181.22399999999999,133.12100000000001,135.65100000000001,103.601,97.0732,48.406599999999997,37.865400000000001,84.5107,53.021799999999999,26.552700000000002,187.709,0.56861700000000004,15.439500000000001,53.0914,103.76900000000001,196.47200000000001,220.49700000000001,227.90899999999999,238.774,236.62899999999999,213.63900000000001,164.42699999999999,194.39699999999999,128.18199999999999,93.450500000000005,118.655,96.488,94.676900000000003,91.079300000000003,47.723799999999997,20.219999999999999,41.941299999999998,26.307500000000001,37.414900000000003,48.427,30.494900000000001,125.629,16.922000000000001,33.703200000000002,2190.7399999999998,5758.8699999999999,7391.8400000000001,6755.2200000000003,5895.5799999999999,4774.6300000000001,4073.6399999999999,3193.46,2402.54,1792.23,1517.46,975.096,887.971,575.92499999999995,496.39400000000001,139.34899999999999,313.11700000000002,129.58799999999999,159.93199999999999,13.8142,95.883499999999998,57.994,52.703600000000002,232.89699999999999,48.360399999999998,523.04300000000001,6827.4300000000003,12395.6,15885.5,17684.200000000001,14860.6,14990.200000000001,11096.799999999999,9198.1399999999994,7937.4799999999996,5871,4260.3400000000001,3490.1100000000001,2982.1799999999998,1792.04,1591.46,1310.4100000000001,721.09500000000003,487.54000000000002,544.45600000000002,257.57100000000003,285.822,303.18400000000003,252.881,966.25999999999999
5,0.095900200000000005,25.363,175.16900000000001,308.48599999999999,573.47699999999998,896.92200000000003,670.30700000000002,796.56299999999999,649.13900000000001,603.38599999999997,582.29600000000005,475.16199999999998,426.11399999999998,229.149,200.83600000000001,230.20500000000001,167.07300000000001,186.55099999999999,132.81200000000001,114.911,57.1053,36.067500000000003,115.288,79.255600000000001,16.9238,192.327,0.91189900000000002,16.223500000000001,61.886699999999998,156.35900000000001,307.15499999999997,307.22000000000003,297.38999999999999,319.11399999999998,297.65699999999998,288.68599999999998,216.34899999999999,298.95600000000002,156.19499999999999,120.864,169.16499999999999,100.627,130.392,132.042,58.185099999999998,15.1136,54.048099999999998,38.939100000000003,48.818399999999997,66.621099999999998,41.623600000000003,132.44300000000001,0.62843800000000005,52.481099999999998,2576.6500000000001,7475.2700000000004,10078.6,9015.9099999999999,7943.7600000000002,6647.3999999999996,5713.0699999999997,4219.3100000000004,3419.9200000000001,2493.6999999999998,1956.22,1336.78,1291.48,733.21699999999998,763.90899999999999,82.447299999999998,528.928,175.30500000000001,248.20699999999999,-27.128799999999998,119.821,63.137900000000002,77.443600000000004,312.02300000000002,56.306899999999999,613.12900000000002,8482.2299999999996,15958.5,21533.400000000001,24004.099999999999,19994.599999999999,21142.099999999999,14882.700000000001,11755.200000000001,10957.799999999999,7870.7600000000002,5847.2299999999996,5007.1800000000003,4158.2600000000002,2360.27,2157.25,1886.3099999999999,937.70600000000002,533.75800000000004,792.24199999999996,306.495,436.41800000000001,479.58600000000001,371.767,1122.3699999999999
6,0.083970600000000006,25.560700000000001,154.245,283.48899999999998,500.81700000000001,670.30700000000002,788.75699999999995,724.08799999999997,746.20500000000004,624.76499999999999,633.245,539.26599999999996,432.51999999999998,347.565,298.63600000000002,270.13900000000001,227.143,214.54400000000001,174.274,144.923,103.664,89.969300000000004,108.92100000000001,81.578299999999999,75.157200000000003,447.70100000000002,0.82664400000000005,20.0471,69.793599999999998,112.78400000000001,222.55600000000001,247.18799999999999,342.303,308.31,360.20400000000001,303.45800000000003,271.17899999999997,252.94499999999999,231.816,173.59100000000001,165.90600000000001,204.23400000000001,148.38900000000001,113.727,79.619100000000003,76.6464,68.083299999999994,53.3279,65.013999999999996,73.513499999999993,47.433999999999997,329.55900000000003,18.354800000000001,40.767800000000001,2758.23,7138.1499999999996,9177.9799999999996,9409.7099999999991,8190.4499999999998,7248.29,5464.04,4804.46,3436.25,2997.0100000000002,2214.8400000000001,1663.1800000000001,1138.0899999999999,1043.74,706.37599999999998,558.26499999999999,362.69299999999998,259.358,188.41499999999999,204.309,113.91500000000001,110.467,82.269999999999996,449.32999999999998,58.686300000000003,616.91499999999996,8841.4099999999999,16474.200000000001,21375.900000000001,23203.900000000001,21533.5,19976.099999999999,17560.400000000001,14714.5,11707.700000000001,9057.9200000000001,7445.3999999999996,5631.7600000000002,4455.6000000000004,3272.7600000000002,2723.3899999999999,2045,1532.1500000000001,1318.9100000000001,1001.1,769.45500000000004,546.35900000000004,646.56299999999999,435.88600000000002,2541.1300000000001
7,0.069450600000000001,24.032699999999998,181.53,320.72399999999999,565.72799999999995,796.56299999999999,724.08799999999997,889.83699999999999,740.75900000000001,690.75800000000004,658.48099999999999,538.28099999999995,476.44499999999999,302.73099999999999,275.66800000000001,272.279,212.916,226.42599999999999,167.93000000000001,135.00899999999999,83.691100000000006,69.503,131.315,87.260900000000007,40.245899999999999,322.81,1.17371,18.256399999999999,77.040199999999999,156.523,285.53800000000001,325.30200000000002,334.90899999999999,359.39499999999998,364.21899999999999,329.83199999999999,258.69200000000001,314.46800000000002,215.65899999999999,157.74100000000001,193.285,149.96299999999999,164.767,143.339,87.437200000000004,50.603200000000001,57.661099999999998,54.411099999999998,57.359900000000003,77.311000000000007,46.989899999999999,237.54499999999999,18.089200000000002,40.741599999999998,2580.8000000000002,7441.0200000000004,10204.200000000001,9674.8099999999995,8395.6700000000001,7276.8900000000003,6298.8999999999996,4819.8000000000002,3876.75,3030.6999999999998,2288.3000000000002,1786.8099999999999,1513.5799999999999,978.38,833.452,338.52800000000002,548.78499999999997,235.06200000000001,304.31599999999997,57.819200000000002,141.733,102.43300000000001,85.6126,411.19,56.127000000000002,567.48900000000003,8609.1599999999999,16783.700000000001,22640.599999999999,25068.099999999999,22026.599999999999,22361.400000000001,17690.400000000001,14724.4,12980,9542,7350.7200000000003,5995.8800000000001,5180.7200000000003,3285.0100000000002,2815.1999999999998,2384.7600000000002,1445.8099999999999,1071.3299999999999,1124.0799999999999,695.923,665.65099999999995,586.49900000000002,494.26100000000002,2199.2600000000002
8,0.064854899999999993,21.744599999999998,152.036,275.50400000000002,501.15600000000001,649.13900000000001,746.20500000000004,740.75900000000001,857.37300000000005,664.66099999999994,690.18700000000001,552.56299999999999,453.53500000000003,388.858,333.01100000000002,284.52800000000002,250.59700000000001,223.21199999999999,182.78200000000001,153.41800000000001,112.876,106.18600000000001,107.679,77.828100000000006,83.438199999999995,477.18000000000001,0.64415699999999998,21.787700000000001,76.266900000000007,104.379,213.65199999999999,258.00599999999997,351.65600000000001,334.91399999999999,383.99799999999999,327.74099999999999,287.68700000000001,241.24700000000001,249.92400000000001,181.70599999999999,166.61799999999999,217.34200000000001,158.892,114.31,91.398700000000005,88.941800000000001,65.281899999999993,56.874200000000002,67.105500000000006,73.609499999999997,45.103099999999998,349.16199999999998,31.1114,15.143800000000001,2272.6500000000001,6541.3900000000003,8904.4799999999996,9467.0699999999997,8246.5900000000001,7306.46,5833.6899999999996,4994.2399999999998,3732.3400000000001,3193.75,2443.3800000000001,1823,1242.4400000000001,1125.23,706.18799999999999,644.80700000000002,341.60300000000001,292.13999999999999,206.33199999999999,201.631,142.41800000000001,127.607,77.678799999999995,467.15899999999999,52.933999999999997,594.24300000000005,8821.9099999999999,16808.400000000001,21691,23874.400000000001,21914.799999999999,20173.400000000001,18028.299999999999,15791,12162.299999999999,9720.6000000000004,7735.2399999999998,5802.5900000000001,4865.3699999999999,3688.5599999999999,2898.3200000000002,2232.8299999999999,1657.49,1517.55,1106.74,917.83799999999997,696.35299999999995,648.971,483.99599999999998,3012.1999999999998
9,0.053203,18.057300000000001,148.65100000000001,264.52800000000002,450.85599999999999,603.38599999999997,624.76499999999999,690.75800000000004,664.66099999999994,662.57399999999996,576.31600000000003,472.33999999999997,405.02800000000002,312.46199999999999,287.47500000000002,244.673,201.71000000000001,196.74000000000001,157.35599999999999,124.017,90.234099999999998,83.946100000000001,109.492,69.843199999999996,53.5871,372.08999999999997,1.03651,19.7209,75.270399999999995,114.236,203.60599999999999,260.94600000000003,301.733,307.00599999999997,339.65199999999999,296.17200000000003,242.88200000000001,247.268,222.12,145.39500000000001,164.55099999999999,168.31999999999999,149,107.687,87.518299999999996,68.711100000000002,48.994399999999999,52.0379,53.020099999999999,64.101200000000006,38.226300000000002,276.68599999999998,27.3279,31.5793,2122.5300000000002,5949.79,8007.21,8291.3199999999997,7016.0799999999999,6277.5100000000002,5329.1700000000001,4209.9700000000003,3339.8099999999999,2738.1999999999998,2058.4899999999998,1735.79,1227.54,1014.35,698.94899999999996,469.13900000000001,412.60000000000002,220.36699999999999,255.018,122.523,111.59699999999999,96.452299999999994,71.492999999999995,411.36599999999999,48.743099999999998,517.51300000000003,7628.3500000000004,14758.200000000001,19452.900000000001,21191.599999999999,19438.799999999999,18649.799999999999,16296.1,13853.6,11237.799999999999,8836.5900000000001,6916.6700000000001,5358.1000000000004,4695.0100000000002,3176.8200000000002,2633.9899999999998,2151.1300000000001,1487.1199999999999,1315.9100000000001,1000.03,828.46799999999996,656.25999999999999,561.51499999999999,430.93400000000003,2641.5999999999999
